_id,numberOfAnime,averageEpisodes,releasePeriodStart,releasePeriodEnd,averageRating
The Guyver: Bio-Booster Armor II,3,11,1986,2006,3.4899999999999998
Fastening Days 4,3,1.6666666666666667,2014,,3.1733333333333333
Horizon in the Middle of Nowhere,3,13,2011,,3.4566666666666666
Mame-Mofu Collab Animation,3,,2008,2020,3.0066666666666664
Glass Mask OVA,3,29,1984,2006,3.3333333333333335
Qiang Shen Ji: Tegong Shijie Pian,3,12,2017,2020,3.55
Girls und Panzer: This is the Real Anzio Battle!,3,6.5,2012,2013,3.67
Catman Series III,3,7.5,2002,2008,3.1366666666666667
Dragon Quest: Dai no Daibouken Movie,3,46,1991,1992,3.6199999999999997
Demon Slayer: Kimetsu no Yaiba - Mugen Train,3,26,2019,,4.55
Wind -A Breath of Heart- Omake OVA,3,8,2004,,3.08
gdgd men's party,3,12,2011,,3.2266666666666666
Encouragement of Climb: Omoide Present,3,16.333333333333332,2013,,3.573333333333333
Hello Jadoo 2,3,16.5,2011,2016,3.36
Yu-Gi-Oh! 3D: Bonds Beyond Time,3,186,2000,2011,3.5033333333333334
True Tears Epilogue,3,13,2008,,3.27
Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie 2: UFO Shuurai! Tornado Daisakusen,3,373,1996,2004,3.5433333333333334
No Game No Life: Zero,3,12,2014,,3.65
Knights of Sidonia,3,12,2015,,3.7133333333333334
Seven Mortal Sins: Confession,3,12,2017,,2.8266666666666667
Bonobono Movie,3,170,1995,1996,3.44
Valkyria Chronicles,3,2,2009,2010,3.426666666666667
Show By Rock!! Mashumairesh!!,3,12,2015,,3.5500000000000003
kemu: Ikasama Life Game,3,,2012,,3.3000000000000003
Pretty Cure Movie: Super Stars!,3,49.666666666666664,2015,2018,3.6533333333333338
Brave Frontier 2 x Taka no Tsume: Collab Movie - 20-nen-go no Sekai,3,1,2015,,2.776666666666667
Shinkansen Henkei Robo Shinkalion The Animation,3,1,2018,,3.64
Magi: The Labyrinth of Magic,3,14.333333333333334,2013,2015,4.163333333333333
Toriko Movie: Secret Recipe of Gourmet God!,3,147,2009,2014,3.66
Black Lagoon,3,8.5,2006,2011,4.0200000000000005
Toradora!,3,1,2009,,3.58
Morita-san wa Mukuchi,3,13,2011,,3.2866666666666666
Pretty Rhythm All Stars Selection: Prism Show☆Best Ten Movie,3,51,2011,2014,3.6366666666666667
Psycho Nyanya Special,3,5.5,2019,2020,3.216666666666667
Terra Formars OVA,3,9.333333333333334,2014,,3.3866666666666667
Zannen na Ikimono no Jiten (2021),3,10,2018,,3.55
Mameshiba: Sakamichi Korokoro-hen,3,,2008,2013,3.0933333333333337
Ushio and Tora TV,3,11.5,1992,1993,3.6933333333333334
A Certain Magical Index III,3,24,2008,2019,3.6566666666666667
Toradora! Recap,3,25,2008,2009,3.7466666666666666
Candy Boy EX02,3,4,2007,2009,3.3633333333333333
Hachimitsu Suicide Machine,3,1,2021,,3.56
Nekketsu Saikyou Gozaurer,3,33,1991,1993,3.14
Pretty Cure All Stars: GoGo Dream Live!,3,48,2005,2009,3.4933333333333336
Made in Abyss Movie: Dawn of the Deep Soul,3,13,2017,,3.9699999999999998
Sword Art Online Movie: Ordinal Scale - Sword Art Offline,3,,2017,,3.5399999999999996
The Quintessential Quintuplets 2,3,6.5,2019,,3.6799999999999997
Ai Yori Aoshi: Speaking of Dreams,3,18,2002,,3.59
Ichigo 100%,3,4,2004,,3.453333333333333
Yuuki Yuuna is a Hero: The Great Mankai Chapter,3,12,2014,2018,3.7133333333333334
then Partly Piggy,3,21,1997,1998,3.2
Pleasant Goat Fun Class: Finding Treasures,3,194,2005,2008,3.52
Akuma-kun,3,,1989,,3.465
Kira Kira Happy Hirake! Cocotama,3,75.5,2015,2020,3.3633333333333333
Oshiri Tantei Movie 2: Tentou Mushi Iseki no Nazo,3,10,2018,,3.33
Kinnikuman II Sei Movie,3,25.666666666666668,2002,,3.2099999999999995
Roco Kingdom Movie 2,3,,2011,,
Happy,3,216.66666666666666,2005,2008,3.52
Pleasant Goat and Big Big Wolf: Paddi the Amazing Chef,3,216.66666666666666,2005,2008,3.52
Ah My Buddha!! Don't Rest!!,3,12,2005,,3.3166666666666664
Qiang Shen Ji,3,12,2018,2020,3.5549999999999997
Tono to Issho 2,3,4.666666666666667,2010,,3.2433333333333336
GaoGaiGar Final,3,29,1997,1998,3.5766666666666667
Terra Formars: Revenge,3,5.666666666666667,2014,,3.4433333333333334
Princess Resurrection: Princess Comatose,3,14,2007,2011,3.486666666666667
Roco Kingdom Movie 1,3,,2013,,
Candy Candy: The Call of Spring,3,115,1976,1979,3.4299999999999997
91 Days: Brief Candle,3,12,2016,2017,3.47
True Tears Specials,3,13,2008,,3.3333333333333335
The Adventures of the Little Prince,3,,2006,,
Bikini Warriors OVA 2,3,7.5,2015,2017,2.51
Shin Ninja Tamamaru,3,17.666666666666668,2008,2010,3.3499999999999996
Konchuu Monogatari Minashigo Hutch (1989),3,58.5,1970,1971,3.3633333333333333
Okaeri,3,,2016,,3.3766666666666665
Rurouni Kenshin DVD-BOX Zenshu Kenshinden,3,94,1996,1998,3.69
Angelique: Shiroi Tsubasa no Memoire,3,4.666666666666667,2001,2005,3.356666666666667
Jian Wang 3: Xia Gan Yi Dan Shen Jianxin II,3,16,2018,2021,3.79
Strange+,3,12,2014,,2.9499999999999997
Fastening Days 2,3,2.3333333333333335,2014,,3.1966666666666668
Tama & Friends: 3-choume Monogatari,3,26,1993,,3.18
Jian Wang 3: Xia Gan Yi Dan Shen Jianxin,3,16,2019,2021,3.84
Wind: A Breath of Heart Specials,3,5.666666666666667,2002,,3.09
Guilty Crown: 4-koma Gekijou,3,11.5,2011,2012,3.64
Irresponsible Captain Tylor Music Video Collection,3,16,1993,1996,3.223333333333333
Heidi: Heidi to Clara Hen,3,26.5,1974,,3.153333333333333
Macross Frontier: Gooorgeous,3,25,2007,2008,4.01
Magi: Adventure of Sinbad,3,18.333333333333332,2012,2015,4.156666666666667
Qing Chi Hong Xiaodou Ba! Di San Ji,3,13.333333333333334,2018,,3.325
Argonavis Movie: Ryuusei no Obligato,3,13,2020,,3.535
Digimon Adventure Movie: Last Evolution Kizuna,3,29.5,1999,2000,3.6966666666666668
Chihayafuru,3,16.666666666666668,2013,2020,4.04
School Days: Magical Heart Kokoro-chan,3,4.666666666666667,2005,,2.91
Doraemon (1979) Special 5: Dora Q Perman,3,109.33333333333333,1965,2005,3.393333333333333
Is this a Zombie? Of the Dead: Yes,3,8,2011,2012,3.856666666666667
Dengeki Bunko 2007 Movie Festival Special,3,21,2003,2006,3.8633333333333333
Brave Frontier x Taka no Tsume: Brave Funding Prologue,3,1,2015,,2.7866666666666666
True Tears: Raigomaru to Jibeta no Monogatari,3,13,2008,,3.42
The Irregular at Magic High School: Get to Know Magic Studies!,3,26,2014,,3.7100000000000004
Saga of Tanya the Evil II,3,6.5,2017,,4.136666666666667
Spookiz: Trick or Treat,3,16.666666666666668,2014,2015,3.28
Mofumofu TV,3,2,2013,2015,3.27
Guomin Laogong Dai Huijia,3,12,2017,2018,3.606666666666667
Cute High Earth Defense Club Happy Kiss!,3,8.333333333333334,2015,,3.47
Sore Ike! Anpanman: Tsumiki Shiro no Himitsu,3,,1988,,3.5233333333333334
Kameari Park Precinct,3,373,1996,2004,3.59
Yu-Gi-Oh! GX,3,189,2000,2011,3.5866666666666664
Digimon Adventure 02 Movie: The Golden Digimentals,3,50,1999,2001,3.703333333333333
Ryuusatsu no Kyoukotsu,3,1,2021,,3.56
Tenjin,3,,2022,,
My-Hime,3,26,2005,2010,3.5
Memories Off 2nd,3,3.5,2001,2002,3.043333333333333
Line Rangers,3,6.333333333333333,2015,,
Qiang Shen Ji: Shenhai Xianluo Pian,3,12,2017,2020,3.5500000000000003
Sore Ike! Anpanman: Lyrical Magical Mahou no Gakkou,3,,1988,,3.49
Fuku-chan no Kishuu,3,71,1943,1984,3.3066666666666666
Tokyo Pig,3,1,1988,,3.51
Patalliro Saiyuki!,3,49,1982,1983,3.3166666666666664
Ring ni Kakero 1,3,12,2006,,3.483333333333333
Space Brothers,3,1,2012,,3.3433333333333337
Guyver: Out of Control,3,12.666666666666666,1989,2006,3.5833333333333335
Sumiko: I Don't Like Your Attitude,3,1,2008,,2.7633333333333336
Hanamaru Kindergarten: Panda Neko Taisou,3,12,2009,,3.2833333333333337
McDull: Niu Hua Chen,3,,2001,,
Memories Off #5 Togireta Film The Animation,3,3.3333333333333335,2001,2002,3.0533333333333332
Afro Samurai: The Movie,3,,2003,,3.5500000000000003
Pokemon: The Slowpoke Song,3,,2016,,3.203333333333333
The Guyver: Bio-Booster Armor,3,11,1986,2006,3.5
Guomin Laogong Dai Huijia 2nd Season,3,12,2016,2018,3.5
Minky Momo in Tabidachi no Eki,3,21.666666666666668,1982,1983,3.3966666666666665
Tetsujin 28-gou Gao!,3,57.666666666666664,1963,1981,3.3866666666666667
Laughing Under the Clouds Gaiden: Movie 2,3,12,2014,,3.723333333333333
The Irregular at Magic High School: Get to Know Magic Studies! Special,3,16,2014,,3.67
Hanamaru Kindergarten,3,,2009,,3.0700000000000003
Digimon Adventure Movie 1,3,54,1999,2000,3.703333333333333
Hipira: The Little Vampire Web Specials,3,10,2009,,3.1166666666666667
Princess Principal: Crown Handler - Chapter 2,3,12,2017,,3.735
Fushigi Yugi OVA: Eikoden,3,20.333333333333332,1995,1998,3.6566666666666663
Roco Kingdom Movie 4,3,,2011,,
Mofu Mofu,3,1,2008,,2.8433333333333333
Kaleido Star: New Wings ~Extra Stage~,3,17.666666666666668,2003,2004,3.7266666666666666
Astro Boy: Shinsengumi,3,98.33333333333333,1963,2004,3.26
Strawberry Marshmallow,3,2.5,2005,,3.7733333333333334
TwinBee: Tulip Kaigan Monogatari,3,2,1994,,3.46
Otome wa Boku ni Koishiteru: Futari no Elder,3,12,2006,,3.275
Diabolik Lovers Recap,3,8.333333333333334,2013,,3
Sin Strange+,3,12,2014,,2.8666666666666667
Irresponsible Captain Tylor,3,11,1994,1996,3.033333333333333
Bonobono: Uchuu kara Kita Tomodachi,3,170,1993,1996,3.4299999999999997
School Rumble: Extra Class,3,18,2004,2005,3.94
Tales of Zestiria: The X - Age of Chaos,3,12.5,2014,,3.813333333333333
Saezuru Tori wa Habatakanai: The Storm Breaks,3,13,2019,2020,3.7600000000000002
Croisee in a Foreign Labyrinth: Concert,3,12,2011,2012,3.34
Adesugata Mahou no Sannin Musume,3,46,1983,1986,3.276666666666667
Knights of Sidonia: Battle for Planet Nine,3,12,2014,,3.686666666666667
Dr. Stone: Ryuusui,3,17.5,2019,,4.35
AOTU Xueyuan,3,17.666666666666668,2016,2017,3.68
Candy Boy EX01,3,4,2007,2009,3.3633333333333333
Boruto: Naruto the Movie - The Day Naruto Became Hokage,3,231,2015,,3.5933333333333333
Peace Maker Kurogane,3,,2003,,3.5700000000000003
Hikaru no Go: New Year Special,3,75,2001,2003,3.8800000000000003
Tales of Symphonia the Animation: The United World Episode,3,4,2007,2012,3.6466666666666665
Mobile Suit Zeta Gundam: A New Translation II -Lovers-,3,50,1985,1986,3.7100000000000004
Stuck Rabbit,3,3,2015,,
Bikini Warriors OVA,3,7,2015,,2.54
Demon Slayer: Kimetsu no Yaiba Movie - Mugen Train,3,26,2019,,4.513333333333333
WAVE!! Surfing Yappe!! Movie 2,3,12,2020,,3.4333333333333336
Fairy Tail: 100 Years Quest,3,109.33333333333333,2009,2019,4.213333333333334
Pokemon Mystery Dungeon: Team Go-Getters Out of the Gate!,3,,2007,,3.2133333333333334
Dies irae: Irasshai Sonnenji,3,6,2017,,2.876666666666667
Bikini Warriors Special,3,5.666666666666667,2015,2017,2.5733333333333337
Pokemon Movie 2: The Power of One,3,276,1997,2002,3.2733333333333334
Pro Golfer Saru TV,3,10,1982,,3.5533333333333332
Munto Movie: Tenjoubito to Akutobito Saigo no Tatakai,3,1,2003,,3.513333333333333
Aura Battle Dunbine: The Tale of Neo Byston Well,3,19.333333333333332,1983,2006,2.7066666666666666
Is this a Zombie? Of the Dead,3,5,2011,2012,3.8333333333333335
Kaleido Star: Legend of Phoenix ~Layla Hamilton Story~,3,17.666666666666668,2003,2004,3.7133333333333334
Magic Kaito 1412,3,52,1996,2012,3.85
Darker than Black: Beneath Cherry Blossoms in Full Bloom...,3,18.5,2007,,4.026666666666666
Terra Formars: Earth Arc,3,9.333333333333334,2014,,3.4600000000000004
eX-Driver Danger Zone,3,6,2000,2001,3.3766666666666665
Birdy the Mighty: Decode 2,3,6,1996,1997,3.6466666666666665
Fuku-chan no Zousan Butai,3,71,1942,1984,3.2900000000000005
Laughing Under the Clouds Gaiden: Movie 3,3,12,2014,,3.723333333333333
KINMOZA! Pretty Days,3,12,2013,,3.6366666666666667
Danao Tiangong,3,,1981,,3.34
Cowboy Bebop: Ein's Summer Vacation,3,26,1998,1999,4.13
Boku News,3,4,2013,2015,3.27
La Corda D'Oro ~secondo passo~,3,18.5,2006,2007,3.533333333333333
Marie & Gali Episode 0,3,35,2009,2011,3.026666666666667
Little Charo: Touhoku-hen,3,45.333333333333336,2008,2012,3.34
Monster Strike the Movie 2: Sora no Kanata,3,26,2015,2016,3.236666666666667
Sore Ike! Anpanman: Anpanman to Yukai na Nakama-tachi,3,,1988,,3.5066666666666664
Betterman,3,23,1997,2003,3.7649999999999997
Gintama: The Final x Mameshiba,3,,2008,2013,3.7100000000000004
A Day Before Us: Merry Christmas!,3,14.666666666666666,2017,2019,4.003333333333333
Line Rangers: Cinematic,3,7,2014,2015,
Princess Knight (1999),3,52,1966,1968,3.245
Birdy the Mighty: Decode,3,5.666666666666667,1996,1997,3.686666666666667
eX-Driver,3,1,2002,,3.3466666666666662
Blood,3,6.5,2013,,2.8966666666666665
Ninja Hattori-kun Plus Perman: Chounouryoku Wars,3,610,1981,1987,3.4
Strawberry Marshmallow Special: Episode 0,3,5.666666666666667,2005,,3.893333333333333
Darker than Black,3,12,2008,,3.9433333333333334
Ai Mai Mii: Mousou Catastrophe Special,3,12.333333333333334,2013,,2.7399999999999998
Sonic Soldier Borgman 2: New Century 2058,3,35,1988,,3.223333333333333
NoisyCell x Ponkotsu Quest,3,48.333333333333336,2013,,3.3666666666666667
12-Sai: Chiccha na Mune no Tokimeki 2,3,8,2014,2016,3.3466666666666662
Konchuu Monogatari Minashigo Hutch,3,40.5,1974,1990,3.5
Code Geass: Lelouch of the Rebellion III - Glorification,3,,2017,,4.083333333333333
Shounen Ashibe: Go! Go! Goma-chan (2019),3,32,2016,2019,3.1833333333333336
Sleeping with Hinako,3,1,2009,,2.2466666666666666
Bai Gui Youeryuan,3,12,2019,,3.5199999999999996
Chaos;Child: Chaos;HEAd,3,12,2008,,3.2566666666666664
Magia Record: Puella Magi Madoka Magica Side Story Season 2 -The Eve of Awakening-,3,13,2020,,3.245
Doraemon: Nobita no Getsumen Tansaki,3,555,1981,,3.69
The Dog of Flanders: My Patrasche,3,26.5,1975,,3.65
One Piece Film: Gold,3,100,1999,,4.036666666666666
Kyou no 5 no 2 (2009),3,8.5,2006,2007,3.483333333333333
Guobao Te Gong 2nd Season,3,52,2010,,3.45
Super Dimensional Fortress Macross: Do You Remember Love,3,14.333333333333334,1982,1983,3.526666666666667
Aoki Hagane no Arpeggio: Ars Nova,3,,2014,,3.6333333333333333
Wind: A Breath of Heart OVA,3,7,2002,,3.1033333333333335
Haganai: I Don't Have Many Friends NEXT,3,4.666666666666667,2011,,3.6199999999999997
Ani ni Tsukeru Kusuri wa Nai! 3,3,16,2017,,3.8699999999999997
Love Live! School Idol Project 2nd Season,3,7,2013,,3.703333333333333
Tokyo Pig no Koutsuu Anzen,3,31,1988,1998,3.355
Tamako Market,3,,2013,,3.4
El-Hazard: The Alternative World,3,12.333333333333334,1995,1996,3.526666666666667
Bakugan: Armored Alliance,3,50,2019,2020,3.4233333333333333
Toradora! The True Meaning of Bento,3,13,2008,2009,3.6966666666666668
Pleasant Goat and Big Big Wolf: The Happy Diary,3,216.66666666666666,2005,2008,3.52
Angel Tales,3,,2002,,3.233333333333333
Chihayafuru OVA,3,24.666666666666668,2011,2020,4.203333333333333
Garzey's Wing,3,19.333333333333332,1983,2006,3.0666666666666664
Shin Minashigo Hutch,3,73,1970,1990,3.373333333333333
El-Hazard: The Wanderers,3,8,1995,1996,3.533333333333333
Dr. Slump,3,243,1981,1986,3.293333333333333
GaoGaiGar,3,15.333333333333334,1999,2003,3.54
Fate/Grand Order -Divine Realm of the Round Table: Camelot- Wandering; Agateram,3,,2016,,3.6333333333333333
Penelope Tete en l'air (2017),3,21.666666666666668,2006,2010,3.4133333333333336
Boruto: Naruto the Movie,3,231,2016,,3.5966666666666662
Mobile Suit Gundam: Thunderbolt 2nd Season,3,4,2015,2016,3.866666666666667
Shenmi Shijie Lixian Ji Movie 1,3,,2014,,
Space Dandy Picture Drama,3,13,2014,2015,3.7466666666666666
Casshan,3,13.333333333333334,1993,2009,3.2566666666666664
Maze Bakunetsu Jikuu: Tenpen Kyoui no Giant,3,13.5,1996,,3.14
Chou Seimeitai Transformers Beast Wars Metals: Convoy Daihenshin!,3,39,1998,1999,3.28
Kakegurui,3,12,2017,,3.57
Re:ZERO -Starting Break Time From Zero- 2nd Season,3,12,2016,,3.97
Kaitou Tenshi Twin Angel,3,8.666666666666666,2011,,2.84
Magical Taruruuto-kun: Sukisuki Takoyaki!,3,87,1990,1992,3.6166666666666667
Green Green OVA,3,7.5,2003,2004,3.126666666666667
Kemurikusa,3,3,2012,2019,3.073333333333333
Shounen Ashibe: Go! Go! Goma-chan (2017),3,29.333333333333332,2016,2019,3.233333333333333
Angelique: Seichi yori Ai wo Komete,3,4.333333333333333,2000,2005,3.3033333333333332
Kyuu ni Subete ga Iya ni Natta Uupaaruupaa,3,1,2020,,3.37
Heavy Metal L-Gaim II: Farewell My Lovely + Pentagona Doors,3,18.666666666666668,1984,1985,3.2600000000000002
Detective Conan: Black History 2,3,103,1996,,3.9333333333333336
Candy Candy Movie,3,115,1976,1979,3.4499999999999997
Mahoujin Guru Guru,3,31,1996,,3.58
Re:ZERO -Starting Break Time From Zero-,3,21.333333333333332,2016,2021,3.67
Castlevania Season 4,3,7.333333333333333,2017,,4.16
Nichijou: My Ordinary Life,3,1,2011,2012,3.6733333333333333
Megazone 23 Part III,3,1,1985,,3.38
Cynical Hysterie Hour: Trip Coaster,3,,1989,,3.4600000000000004
Love Live! Sunshine!! The School Idol Movie: Over the Rainbow,3,7,2017,,3.4599999999999995
Ah My Buddha!! Katsu!! Don't Be Fooled!!,3,12,2005,,3.313333333333333
Mahou Tsukai Sally 2 Special,3,98.5,1966,1990,3.2733333333333334
Chou Futsuu Toshi Kashiwa Densetsu R,3,10,2016,2019,3.4299999999999997
Qing Chi Hong Xiaodou Ba! Di Er Ji,3,12,2018,,3.32
Guobao Te Gong 3rd Season,3,52,2010,,3.45
Santaruupaa,3,6.666666666666667,2020,,3.5650000000000004
Megazone 23 SIN,3,1,1985,,3.38
Pokemon Mystery Dungeon: The Final Adventure Through Time and Darkness,3,,2006,,3.1799999999999997
Kubbe Gachapin Mukku,3,8.666666666666666,2012,2014,3.2600000000000002
Cream Lemon: Lemon Angel,3,2,1988,,3.3033333333333332
Mazinger Edition Z: The Impact!,3,74,1972,1975,3.4466666666666668
Ah My Buddha!! Katsu!!,3,12,2005,,3.2733333333333334
Bakugan Battle Brawlers,3,45.666666666666664,2009,2012,3.106666666666667
Kyuu ni Subete ga Iya ni Natta Uupaaruupaa: Akemashite Omedetou Gozaimasu!,3,6.666666666666667,2020,,3.4933333333333336
Vandread,3,5,2001,2002,3.72
Hell Girl: Three Vessels,3,21.333333333333332,2005,2007,3.66
Chihayafuru 2,3,16.666666666666668,2011,2020,3.9933333333333336
Ascendance of a Bookworm,3,7,2020,,4.155
Little Nemo: Adventures in Slumberland Pilot (1987),3,,1980,,3.4433333333333334
Pleasant Goat and Big Big Wolf: Dunk for Victories,3,295,2005,2008,3.52
Shenmi Shijie Lixian Ji Movie 3,3,,2012,,
Shounen Ashibe: Go! Go! Goma-chan,3,29.333333333333332,2017,2019,3.2900000000000005
Angelique: Twin Collection,3,2.6666666666666665,2000,2005,3.233333333333333
La Rose de Versailles,3,40,1979,1980,3.5766666666666667
KADO: Beyond Information,3,12,2017,,3.31
Granblue Fantasy The Animation Season 2,3,13,2017,,3.3699999999999997
La Corda D'Oro ~Primo Passo~ A Summer Encore,3,18.5,2006,2007,3.4966666666666666
Science Fell in Love,3,12,2020,,3.5999999999999996
Black Lagoon: Roberta's Blood Trail,3,12,2006,2010,4.023333333333333
Guomin Laogong Dai Huijia 4th Season,3,12,2016,2018,3.436666666666667
Black Rock Shooter OVA,3,,2008,,3.36
Ah My Buddha!!,3,12,2005,,3.3366666666666664
Neko no Dayan: Fushigi Gekijou,3,31.333333333333332,2014,2018,3.23
Shadow Skill: Secret of the Kurudan Style,3,10,1995,,3.4466666666666668
Kingdom 2,3,32,2012,2021,4.13
Four Seasons: Fuuka to Nanami,3,2,2014,,2.983333333333333
Tono to Issho 1.5,3,8.333333333333334,2010,,3.19
Memories Off,3,3.5,2003,,3.106666666666667
Shenmi Shijie Lixian Ji Movie 4,3,,2012,,
Pleasant Goat and Big Big Wolf: The Tailor's Closet,3,216.66666666666666,2005,2008,3.52
Strawberry Marshmallow OVA,3,7,2005,,3.7533333333333334
Noragami OVA,3,9,2014,2016,4.193333333333333
Boonie Cubs,3,69.33333333333333,2012,,3.12
GR -Giant Robo-,3,5,1992,1998,3.426666666666667
Legendary Armor Samurai Troopers: Gaiden,3,16,1988,1990,3.5700000000000003
Ninja Girl & Samurai Master 2nd Season,3,26,2016,2017,3.5033333333333334
Tsugumomo 2,3,26.666666666666668,2017,2020,3.5233333333333334
Space Battleship Tiramisu Zwei,3,13,2018,,3.16
Cardfight!! Vanguard: overDress,3,13,2021,,3.47
March Comes in like a Lion 2nd Season,3,22,2014,2017,3.5833333333333335
Tadaima,3,,2016,,3.3633333333333333
Shadowverse,3,,2020,,3.3
Star Twinkle Pretty Cure,3,,2019,,3.65
Amanchu!,3,12,2016,2017,3.5833333333333335
Hell Girl,3,21.333333333333332,2006,2009,3.6966666666666668
RIN-NE,3,25,2009,,3.543333333333333
Toriko x One Piece Collabo Special 2,3,123.5,1999,2014,3.8699999999999997
Cowboy Bebop Session XX: Mish-Mash Blues,3,26,1998,1999,3.8866666666666667
91 Days Special,3,12,2016,2017,3.393333333333333
Cute High Earth Defense Club LOVE! LOVE! LOVE!,3,12,2015,,3.393333333333333
Sailor Victory,3,2,1995,,2.7866666666666666
EGOIST: The Everlasting Guilty Crown,3,11.5,2011,2012,3.64
Bakugan Battle Brawlers: New Vestroia,3,45.333333333333336,2007,2012,3.046666666666667
White Album 2 Picture Drama,3,13,2009,,3.4466666666666668
Kaitou Tenshi Twin Angel TV,3,7,2008,,2.8766666666666665
Malta no Bouken 2,3,10,2014,2019,3.4766666666666666
Akuei to Gacchinpo The Movie: Chelsea no Gyakushuu/Akuei to Mahou no Hammer,3,12.5,2004,,3.3533333333333335
Kyou no 5 no 2: Kagai Jugyou - Mizukake,3,7,2006,2007,3.5400000000000005
Zhandou Ba Geji!,3,34.666666666666664,2018,,
March Comes in like a Lion Recap,3,22,2014,2018,3.9299999999999997
Training with Hinako,3,1,2010,,2.216666666666667
Black Lagoon: The Second Barrage,3,8.5,2006,2011,3.986666666666667
School Rumble San Gakki,3,18,2004,2005,3.9899999999999998
Bottom Biting Bug 3,3,20.666666666666668,2012,2014,2.643333333333333
Pleasant Goat and Big Big Wolf: Smart Dodging,3,243.33333333333334,2005,2012,3.52
Kakusansei Million Arthur OP,3,28.666666666666668,2014,2019,3.0966666666666662
Hulu Xiongdi,3,29,1989,2017,
Show By Rock!! Stars!!,3,12,2015,,3.533333333333333
Pleasant Goat and Big Big Wolf: Mighty Little Defenders 4,3,216.66666666666666,2005,2008,3.52
Little Nemo: Adventures in Slumberland Pilot,3,,1984,,3.36
Cardfight!! Vanguard: overDress 4th Season,3,12.5,2021,,3.3150000000000004
Kaleido Star: It's Good! Goood!!,3,17.666666666666668,2003,2004,3.8666666666666667
Bonobono (2016),3,48,1993,1996,3.4233333333333333
Macross Frontier: Good Job!,3,25,2007,2008,3.6799999999999997
Nintama Rantarou: Dokutake Onsen no Dan,3,220,1993,,3.686666666666667
Comic Party Revolution OVA,3,13,2001,,3.223333333333333
The Moment You Fall in Love,3,,2014,,3.5500000000000003
Joker 3,3,13,2014,2015,3.606666666666667
White Album,3,13,2009,,3.3666666666666667
Made in Abyss: The Golden City of the Scorching Sun,3,13,2017,,4.093333333333333
SKET Dance: SD Character Flash Anime,3,39,2011,2012,3.813333333333333
Kubbe PV Full ver.,3,8.666666666666666,2013,2014,3.1999999999999997
Teasing Master Takagi-san 3,3,12,2018,,4.01
Lord of Lords Ryu Knight,3,5.666666666666667,1994,1996,3.236666666666667
Vegetable Fairies N.Y.SALAD,3,26,2008,,3.32
Pretty Cure Movie: Miracle Universe,3,49,2017,2020,3.723333333333333
Candy Candy: Candy no Natsuyasumi,3,115,1976,1979,3.33
Pretty Cure Movie: Dream Star!,3,49.666666666666664,2015,2018,3.6533333333333338
Bakugan Battle Brawlers: Mechtanium Surge,3,47.333333333333336,2007,2011,3.0566666666666666
Servamp,3,,2016,2017,3.78
Gundam Build Divers Re:RISE,3,13,2018,,3.4599999999999995
Kimi ni Todoke - From Me To You 2nd Season: A Crush,3,18.5,2009,2010,4.003333333333333
Corpse Princess: Kuro,3,13,2008,,3.4233333333333333
Guomin Laogong Dai Huijia 3rd Season,3,12,2016,,3.4966666666666666
Pleasant Goat Fun Class: Sports are Fun,3,194,2005,2008,3.52
Yashahime: Princess Half-Demon,3,96.5,2000,2010,3.9633333333333334
Nintama Rantarou Movie 2: Ninjutsu Gakuen Zenin Shutsudou! no Dan,3,220,1993,,3.72
Puso Ni Comi Okawari: Phantasy Star Online 2 Comic,3,18.5,2016,2020,3.236666666666667
IDOLiSH7: Third BEAT!,3,16,2018,,4.029999999999999
Dragon Quest: Legend of the Hero Abel,3,46,1991,1992,3.5233333333333334
Maze Bakunetsu Jikuu: Hot Springs,3,13.5,1996,,3.2133333333333334
White Album 2,3,13,2009,,3.14
Sumiko TV,3,1,2008,,2.77
One Room 2nd Season Special,3,12,2017,,2.5433333333333334
Dropkick on My Devil! (Web),3,11,2018,,3.44
Shounen Ashibe: Go! Go! Goma-chan (2018),3,29.333333333333332,2016,2018,3.2533333333333334
Ring ni Kakero 1: Nichibei Kessen-hen,3,12,2004,,3.403333333333333
Master of Torque Epilogue,3,2,2014,,2.983333333333333
Sekirei: My First Errand,3,12.5,2008,,3.81
Haganai: I Don't Have Many Friends - A Round-Robin Story's Ending Is Way Extreme,3,8.333333333333334,2011,,3.7133333333333334
KINMOZA! Movie: Thank You!!,3,8.333333333333334,2013,,3.69
Wooser no Sono Higurashi 2,3,12.5,2012,,2.973333333333333
Mu Wang Zhi Wang: You Du Zhan,3,20.333333333333332,2016,2018,3.8366666666666664
Tales of Zestiria: The X (2017),3,12,2014,,3.796666666666667
Lord of Lords Ryu Knight: Adeu's Legend,3,18.666666666666668,1994,1996,3.2300000000000004
Attack on Titan Movie 3: The Roar of Awakening,3,12,2014,,4.076666666666667
Kimi ni Todoke - From Me To You,3,12,2011,,3.8233333333333337
El-Hazard: The Magnificent World,3,14.333333333333334,1995,1996,3.453333333333333
Wangu Xian Qiong II,3,12.333333333333334,2017,,3.6833333333333336
Glass Mask (2005),3,13,1984,1999,3.233333333333333
Super Robot Wars: Original Generation,3,25.5,2006,2011,3.5066666666666664
12-Sai: Chiccha na Mune no Tokimeki,3,8,2014,2016,3.41
Lemon Angel YJ-ban,3,37,1987,,3.0700000000000003
