_id,numberOfAnime,averageEpisodes,releasePeriodStart,releasePeriodEnd,averageRating
Kiki to Lala no Papa to Mama ni Aitai,7,1,1989,,3.5557142857142856
Tantei Opera Milky Holmes: Summer Special,7,12,2010,2012,3.2885714285714287
Shin Kyojin no Hoshi,7,102.5,1968,1971,3.472857142857143
Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,7,99.66666666666667,2014,2019,3.6
Turning Mecard W Movie: Black Mirror ui Buhwal,7,39,2015,2018,3.4457142857142857
Maria Watches Over Us,7,10.333333333333334,2004,2007,3.7514285714285713
"Haikyuu!! vs. ""Akaten""",7,14.5,2014,2016,4.392857142857143
Fate/Kaleid Liner Prisma Illya Movie 2: Licht Nameless Girl,7,9,2013,,3.67
Rurouni Kenshin: Special Techniques,7,25.5,1996,2012,3.8985714285714286
Brave Police J-Decker,7,41,1990,1997,3.4385714285714286
de arimasu!!,7,190.5,2004,2011,3.5799999999999996
Tsubasa Reservoir Chronicle 2nd Season,7,25.25,1998,2008,3.947142857142857
Brave Fighter of Sun Fighbird,7,41,1990,1997,3.435714285714286
Assassination Classroom 2nd Season,7,14,2013,2017,3.934285714285714
Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari Da Nyan!,7,99.66666666666667,2014,2019,3.59
Attack on Titan 3rd Season,7,15.75,2013,2021,4.3100000000000005
Eureka Seven AO: The Flowers of Jungfrau,7,22.25,2005,2006,3.5014285714285713
Strike Witches 2,7,8,2007,2015,3.5799999999999996
Ghost in the Shell: SAC_2045,7,26,1995,2005,3.9133333333333336
Genki! Genki! Nontan,7,41.285714285714285,1992,1994,3.4985714285714287
Kyojin no Hoshi (1982),7,85.66666666666667,1968,1978,3.4814285714285718
Maria Watches Over Us Season 4 Specials,7,11,2004,2007,3.7414285714285715
Patlabor: The Mobile Police TV,7,11.5,1988,1992,3.527142857142857
Himitsukessha Taka no Tsume MAX,7,28,2006,2017,2.9657142857142853
Cyborg 009: Legend of the Super Galaxy,7,42.666666666666664,1966,2002,3.2357142857142853
Kiki to Lala no Aoi Tori,7,1,1993,,3.5414285714285714
Kyojin no Hoshi Movie 4: Shukumei no Taiketsu,7,85.66666666666667,1968,1978,3.4771428571428573
Norakuro Nitouhei,7,38,1933,1988,2.9714285714285715
Patlabor: The Mobile Police,7,31.5,1989,1992,3.5300000000000002
The Testament of Sister New Devil DEPARTURES,7,6,2015,2016,3.5542857142857143
Hua Jianghu Zhi Huan Shi Men Sheng,7,30.857142857142858,2014,2021,3.61
Selector Infected WIXOSS,7,9.8,2014,,3.3314285714285714
Youkai Watch Movie 4: Shadowside - Oni-ou no Fukkatsu,7,99.66666666666667,2014,2019,3.587142857142857
Rurouni Kenshin Movie,7,25.5,1996,2012,3.9114285714285715
Tengen Toppa Gurren Lagann: Kirameki Yoko Box ~Pieces of Sweet Stars~,7,14,2007,,3.8742857142857146
Keroro Gunsou Movie 1,7,190.5,2004,2011,3.5885714285714285
Youkai Watch!,7,214,2014,2018,3.6166666666666667
Hunter x Hunter OVA 3: Greed Island Final,7,56.5,1998,2014,4.085714285714286
Haikyuu!! To the Top,7,14.8,2014,2016,4.357142857142857
Kyojin no Hoshi Movie 2: Ike Ike Hyuuma,7,85.66666666666667,1968,1978,3.462857142857143
Captain Tsubasa,7,33,1985,2019,3.5
Norakuro-kun,7,26,1933,1971,2.873333333333333
Eureka Seven: Good Night,7,18,2005,2006,3.4457142857142857
Elleair x Kamiusagi Rope,7,3,2009,2012,3.0085714285714285
Grisaia: Phantom Trigger,7,8,2014,2015,3.7028571428571433
Norakuro Gochou,7,38,1933,1988,3.013333333333333
Jewelpet Twinkle,7,49.833333333333336,2009,2015,3.505714285714286
The Brave Command Dagwon: The Boy with Crystal Eyes,7,47.57142857142857,1990,1997,3.4414285714285713
Maria Watches Over Us Season 3,7,13,2004,2007,3.704285714285714
Tantei Opera Milky Holmes: Alternative,7,12,2010,2012,3.314285714285714
Haikyuu!! To the Top: Part II,7,15,2014,2016,4.351428571428571
Brave Witches,7,8,2007,2015,3.621428571428571
Kiki to Lala no Hakuchouza no Ohime-sama,7,1,1989,,3.545714285714286
Baka and Test - Summon the Beasts OVA PV,7,7.25,2009,2012,3.7157142857142853
mothy: Nanatsu no Tsumi to Batsu,7,,2009,,3.4385714285714286
Selector Spread WIXOSS,7,9.8,2014,,3.307142857142857
The Brave of Gold Goldran,7,41,1990,1997,3.448571428571429
Himitsukessha Taka no Tsume NEO,7,28,2006,2017,2.972857142857143
Norakuro Nitouhei: Enshuu no Maki,7,38,1933,1988,3.025
Food Wars! Jump Festa 2015 Special,7,10.5,2015,,4.14
Puella Magi Madoka Magica,7,7,2011,,3.651666666666667
Dragon Ball,7,291,1986,1996,3.577142857142857
Durarara!!,7,12,2010,2011,4.038571428571428
Kiki to Lala no Mamatte Suteki!,7,1,1989,,3.545714285714286
Maria Watches Over Us Season 3 Specials,7,11,2004,2007,3.7471428571428573
Tengen Toppa Gurren Lagann: Lagann-hen,7,14,2007,,3.7885714285714287
King of Prism: Shiny Seven Stars I - Prologue x Yukinojou x Taiga,7,12,2016,,3.4714285714285715
Oshiri Tantei,7,6,2017,2019,3
Stitch and the Planet of Sand,7,27.666666666666668,2008,2011,2.924285714285714
Attack on Titan 3rd Season: Part II,7,16.25,2013,2021,4.2942857142857145
Yuuki Yuuna is a Hero,7,12,2016,2018,3.3971428571428572
Galaxy Angel A,7,17.333333333333332,2001,2006,3.4171428571428573
Isekai Quartet,7,12.666666666666666,2015,2019,3.9633333333333334
Nodame Cantabile: Finale,7,7.4,2007,,3.762857142857143
Tengen Toppa Gurren Lagann Gekijouban Zenyasai Special: Viral's Sweet Dream,7,14,2007,,3.8614285714285717
Chibi Kero: Secret of the Kero Ball,7,190.5,2004,2011,3.652857142857143
Genki! Genki! Nontan: Utaou! Christmas,7,43.285714285714285,1992,1994,3.472857142857143
Nontan to Issho,7,5.571428571428571,2002,,3.4828571428571427
Haikyuu!! Riku vs Kuu,7,17,2014,2016,4.388571428571429
Is It Wrong to Try to Pick Up Girls in a Dungeon?,7,9.25,2016,,3.815
Durarara!! X2 The Second Arc,7,16,2010,2011,4.041428571428571
Eureka Seven: New Order,7,18,2005,2006,3.4957142857142856
Himitsukessha Taka no Tsume: Golden Spell,7,31.714285714285715,2006,2017,2.98
Violence Jack 3: Hell's Wind,7,14,1972,2002,3.152857142857143
Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,7,190.5,2004,2011,3.5799999999999996
Kiki to Lala no Ohime-sama ni Naritai,7,1,1989,,3.557142857142857
Lostorage Incited WIXOSS,7,9.8,2014,,3.358571428571428
Kindaichi Shounen no Jikenbo Returns (2015),7,58.333333333333336,1996,2013,3.6157142857142857
the Great Fire-Belching Fortress of the Sea!,7,12,2009,2011,3.531428571428571
Cardfight!! Vanguard G: Z,7,43.857142857142854,2011,2017,3.565714285714286
22/7,7,8,2017,,3.224285714285714
Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,7,7.25,2009,,3.722857142857143
Cardcaptor Sakura: Clear Card-hen,7,35.5,1998,2000,3.795714285714286
Beyond the Boundary,7,5,2012,2014,3.6357142857142857
Norakuro Nitouhei: Kyouren no Maki,7,38,1933,1988,3.0416666666666665
Girls und Panzer: Saishuushou 2,7,12,2012,2013,3.8575
Bubblegum Crisis,7,9.4,1988,1999,3.3114285714285714
Garo: Crimson Moon,7,24,2014,2018,3.5042857142857144
Eureka Seven: Navigation ray=out,7,18,2005,2006,3.4528571428571424
Kiki to Lala no Hoshi no Dance Shoes,7,1,1989,,3.5385714285714287
Dragon Ball Movie 2: Sleeping Princess in Devil's Castle,6,153,1986,1989,3.58
Beyblade: Burst Chouzetsu,6,49.833333333333336,2001,2021,3.5866666666666664
Crest of the Stars,6,8.333333333333334,2000,,3.815
Dragon Ball: Goku's Traffic Safety,6,153,1986,1989,3.59
Girls und Panzer: Saishuushou 4,6,12,2012,2013,3.9775
Dog Days'': Limone Resort Tenbou Onsen!,6,12.666666666666666,2011,2013,3.48
Gall Force: The Revolution,6,1.6,1986,1992,3.1650000000000005
When They Cry: Higurashi - Nekogoroshi-hen,6,12,2006,2012,3.76
Fafner: Arcadian Memory,6,15.75,2004,2021,3.6233333333333335
Shin Captain Tsubasa,6,57,1983,2002,3.453333333333333
Dirty Pair,6,6,1985,1996,3.453333333333333
Kero Kero Keroppi no Bokutachi no Takaramono,6,1,1992,,3.2566666666666664
The Testament of Sister New Devil Specials,6,6,2015,2016,3.5883333333333334
Monaka,6,13,2015,2017,3.7016666666666667
Minami-ke Natsuyasumi,6,9,2007,,3.8516666666666666
22/7: Shampoo no Nioi ga Shita,6,10,2017,,3.216666666666667
Kimba the White Lion,6,39,1966,1990,3.465
Kero Kero Keroppi no Bouken: Pink no Kinoko,6,1,1992,,3.236666666666667
Captain Harlock: Arcadia of my Youth - Endless Orbit SSX,6,20.333333333333332,1978,2003,3.66
Ikkitousen: Western Wolves,6,8.666666666666666,2003,,3.3800000000000003
The Irregular at Magic High School: Visitor Arc,6,19.5,2014,,3.7659999999999996
Persona 5 the Animation,6,1,2016,,3.605
Hua Jianghu Zhi Gui Yexing,6,39,2014,2018,3.635
The Testament of Sister New Devil: Toujo Basara's Hard,6,7.666666666666667,2015,2016,3.5749999999999997
Gatchaman,6,28.75,1978,2013,3.2449999999999997
Last Note: Mukiryoku Coup d'État,6,12,2012,,3.315
Lady Jewelpet,6,49.833333333333336,2009,2014,3.4283333333333332
Gakuen Handsome Special,6,6.5,2015,,3.143333333333333
Dog Days Recap,6,12.666666666666666,2011,2013,3.4949999999999997
Non Non Biyori Repeat OVA,6,9.25,2013,,4.0600000000000005
Captain Tsubasa: Saikyou no Teki! Holland Youth,6,60,1983,2002,3.4600000000000004
K-On!,6,26,2009,2011,3.785
Last Note: Uchouten Vivace,6,12,2012,,3.3216666666666668
Thermae Romae Specials,6,,2012,,3.3833333333333333
Carnival Phantasm,6,10.25,2003,,3.7133333333333334
Ultraman,6,14.75,1986,1992,3.1719999999999997
Sore Ike! Zukkoke Sannin-gumi,6,1,1988,,3.465
Captain Tsubasa J,6,48.5,1983,2002,3.4499999999999997
The Heroic Legend of Arslan Specials,6,9.75,1991,2016,3.5416666666666665
Ojamajo Doremi #,6,41.25,1999,2003,3.6216666666666666
Saigo no Bansan,6,18.333333333333332,2004,2010,3.5283333333333338
Magical Star Magical Emi,6,1,1986,,3.2416666666666667
The Seven Deadly Sins OVA,6,16.333333333333332,2014,2015,3.986666666666667
Thermae Romae: Kodai Romajin ga Uchuu e,6,,2012,,3.4133333333333336
Cosprayers Specials,6,,2004,,2.7083333333333335
InuYasha The Movie 4: Fire on the Mystic Island,6,96.5,2000,2010,3.965
Date a Live Movie: Mayuri Judgement,6,7.2,2013,,3.844
Broken Blade Movie 4: The Land of Calamity,6,,2010,2011,3.926666666666667
Cyber Formula SAGA,6,9.833333333333334,1991,2000,3.6283333333333334
Sound! Euphonium Specials,6,13,2015,2017,3.7600000000000002
Captain Harlock: Mystery of the Arcadia,6,20.75,1978,2003,3.685
Broken Blade Movie 5: The Gap Between Life & Death,6,,2010,2011,3.9283333333333332
Channel 5.5 3rd Season Prologue,6,,2014,,3.098333333333333
My Hero Academia,6,25,2016,,4.085
Strike the Blood II,6,9.8,2013,2021,3.732
Smash Hit,6,,2004,,2.6833333333333336
Jewelpet Sunshine,6,49.833333333333336,2009,2015,3.5366666666666666
Kamiusagi Rope Movie Episode 0,6,4,2009,2012,3.0216666666666665
Selector Infected WIXOSS Specials,6,9.8,2014,,3.5083333333333333
Gudetama,6,,2015,,3.315
Minami-ke Okawari,6,7,2007,,3.8533333333333335
Berserk (2016),6,12.666666666666666,1997,1998,3.91
Full Metal Panic! Invisible Victory,6,12.333333333333334,2002,,3.873333333333333
Last Note: Houkago Stride,6,12,2013,,3.315
Broken Blade Picture Drama,6,,2010,,4.045
The Testament of Sister New Devil BURST: Toujo Basara's Perfectly Peaceful Daily Life,6,7.666666666666667,2015,2016,3.598333333333333
Channel 5.5 Prologue: New Program Start!,6,,2014,,3.098333333333333
Tenchi Muyo! The Night Before The Carnival,6,4.833333333333333,1992,2021,3.8083333333333336
Appleseed XIII,6,1,1988,,3.501666666666667
Genki! Genki! Nontan: Spoon Tan Tan Tan,6,50.333333333333336,1992,1994,3.4416666666666664
Set,6,13,2015,2017,3.7016666666666667
Gakuen Handsome: Haitoku no Lesson,6,6.5,2015,,3.1616666666666666
Tenchi Muyo! Ryo-Ohki 3,6,4,1992,2021,3.7933333333333334
Thermae Romae x Yoyogi Animation Gakuin Collaboration,6,,2012,,3.4466666666666668
Steins;Gate 0,6,14,2011,,4.0616666666666665
Captain Tsubasa: Road to 2002,6,47.25,1983,1995,3.4466666666666668
Fafner: Right of Left,6,13,2004,2021,3.5666666666666664
Dorami-chan: A Blue Straw Hat,6,,1981,,3.4783333333333335
Stratos 4 OVA,6,7,2003,2006,3.3666666666666667
Overlord II: Play Play Pleiades,6,7.5,2015,2016,3.61
Cells at Work!,6,5,2017,2019,3.671666666666667
Tayo the Little Bus 4,6,26,2010,2019,3.248333333333333
Beyond the Boundary: Yakusoku no Kizuna,6,8.5,2013,2014,3.73
Toriko TV,6,,2009,,3.5566666666666666
Captain Tsubasa: Asu ni Mukatte Hashire!,6,48.2,1983,2002,3.466666666666667
Psycho-Pass SS: Case. 1 - Tsumi to Batsu,6,16.5,2012,2013,3.9916666666666667
Tales of Phantasia,6,14.75,2001,2019,3.5116666666666667
Kemono Friends 2,6,7.6,2017,,3.125
Motto! Ojamajo Doremi,6,41,1999,2003,3.606666666666667
Overlord: Play Play Pleiades,6,8.6,2015,,3.611666666666667
Broken Blade Movie 2: The Path of Separation,6,,2010,2011,3.935
Strike the Blood III,6,9.4,2013,2021,3.728
Yuru Yuri ♪♪,6,6.5,2011,,3.748333333333333
Hayate the Combat Butler! Heaven is a Place on Earth,6,17.5,2007,2008,3.6783333333333332
Princess,6,6.5,2017,,2.71
Gakuen Handsome: Legend of Sexy,6,6.5,2015,,3.1566666666666667
The Irregular at Magic High School: Reminiscence Arc,6,17.333333333333332,2014,,3.748
Gakuen Handsome: Shuumatsu no Mellow Dance,6,6.5,2015,,3.1633333333333336
Non Non Biyori,6,6.5,2014,2017,4.058
Broken Blade Movie 1: The Time of Awakening,6,,2010,2011,3.94
Dragon Quest: Dai no Daibouken,6,43,1989,1991,3.501666666666667
Clannad,6,18,2007,2009,3.908
Stratos 4,6,3.3333333333333335,2004,2006,3.393333333333333
Cyber Formula SIN,6,10.333333333333334,1991,1995,3.625
Gall Force 4: Rhea Gall Force,6,2.2,1986,1997,3.125
Ultraman USA,6,14.4,1986,1992,3.232
Blue Exorcist,6,7,2011,2012,3.7083333333333335
Strike the Blood: Kieta Seisou-hen,6,11.2,2013,2021,3.75
Dragon Ball Movie 4: The Path to Power,6,153,1986,1989,3.5566666666666666
Aria the Crepuscolo,6,11.2,2005,,3.932
Saki: Episode of Side A - Kuro's Birthday,6,12.75,2009,2013,3.49
Appleseed: Ex Machina,6,7,1988,2012,3.388333333333333
Future Card Buddyfight X,6,53,2014,2019,3.5833333333333335
K-On! Live House!,6,19.5,2009,2011,3.785
22/7: Rikai-sha,6,10,2017,,3.235
Blue Exorcist Specials,6,13,2011,,3.7733333333333334
Utawarerumono OVA,6,25.5,2006,2016,3.5233333333333334
Thermae Romae x LOFT Collaboration,6,,2012,,3.3533333333333335
Minami-ke Okaeri,6,7,2007,,3.8349999999999995
Pop Team Epic,6,,2018,,3.128
The Heroic Legend of Arslan,6,4.666666666666667,1991,2016,3.4499999999999997
Gall Force 6: New Era,6,2,1986,1997,3.1566666666666667
K-On!!: Plan!,6,19.5,2009,2011,3.7816666666666663
The Seven Deadly Sins: Revival of the Commandments OVA,6,16.666666666666668,2014,2015,4.003333333333333
Bungo Stray Dogs,6,9.25,2016,,4.228
Doraemon Movie 34: New Nobita's Great Demon - Peko and the Exploration Party of Five,6,366.5,1979,2005,3.598333333333333
Ultraman Graffiti,6,16.5,1986,1992,3.2060000000000004
Crest of the Stars: Tokubetsu Hen,6,9.5,1999,,3.8249999999999997
My-Otome Specials,6,11,2005,2010,3.5100000000000002
Mushishi: Hihamukage,6,15.333333333333334,2005,2006,4.168333333333334
Hibike! Euphonium: Kumiko 3 Nensei Hen,6,13,2015,,3.9150000000000005
Fafner Exodus,6,13,2004,2021,3.5766666666666667
Stratos 4: Logbook,6,5.75,2003,2006,3.376666666666667
Bleach: The Sealed Sword Frenzy,6,183.5,2004,2012,3.8766666666666665
Doraemon Movie 1: Nobita's Dinosaur,6,178,1979,2005,3.5749999999999997
Non Non Biyori Repeat,6,6.5,2013,2017,4.03
Chibi Maruko-chan (1995),6,48,1990,1992,3.675
Bleach Movie 4: Hell Verse,6,122.66666666666667,2004,2012,3.815
Chibi Maruko-chan: Watashi no Suki na Uta,6,69,1990,1992,3.6
InuYasha The Movie 1: Affections Touching Across Time,6,96.5,2000,2010,3.966666666666667
Love Live! School Idol Project 2 Recap,6,7,2010,,3.486666666666667
K-On!! Ura-On!!,6,19.5,2009,2010,3.9066666666666663
Psycho-Pass SS: Case. 2 - First Guardian,6,16.5,2012,2013,3.97
Aria the Avvenire,6,13.25,2005,,3.8939999999999997
Super Dimensional Fortress Macross,6,2.75,1984,2004,3.4616666666666664
Tenchi Muyo! Ryo-Ohki 2,6,4.6,1992,2021,3.7100000000000004
Psycho-Pass SS: Case. 3 - Onshuu no Kanata ni,6,16.5,2012,2013,3.9516666666666667
Overlord: Ple Ple Pleiades - Clementine Toubou-hen,6,10,2015,2016,3.626666666666667
Minami-ke Omatase,6,9,2007,,3.848333333333333
Strike the Blood Final,6,9.5,2013,2021,3.7366666666666664
Macross 7,6,3.6666666666666665,1994,1998,3.4250000000000003
Ultraman Kids: Haha wo Tazunete 3000-man Kounen,6,11.5,1986,,3.19
Last Note: Izayoi Seeing,6,12,2012,,3.33
Blue Exorcist: Kuro's Trip Away From Home,6,13,2011,2012,3.76
Bleach Movie 3: Fade to Black,6,122.66666666666667,2004,2012,3.83
Chunibyo & Other Delusions!,6,9,2012,2013,3.7733333333333334
Go! Princess Pretty Cure,6,,2015,,3.61
My-Hime Specials,6,18.333333333333332,2004,2006,3.533333333333333
Doraemon Movie 2: Nobita no Uchuu Kaitakushi,6,178,1979,2005,3.6183333333333336
Attack on Titan The Final Season,6,12,2013,,4.405
Dragon Ball Movie 3: Mystical Adventure,6,153,1986,1989,3.5749999999999997
Dirty Pair OVA,6,8.8,1985,1996,3.4316666666666666
Perman,6,526,1980,1985,3.4866666666666664
Utawarerumono: Tusukuru-koujo no Karei Naru Hibi,6,18,2006,2016,3.5849999999999995
Genshiken: Second Generation,6,7,2004,2007,3.4499999999999997
Aria the Animation,6,10.75,2006,,3.934
Magia Record: Puella Magi Madoka Magica Side Story,6,4.666666666666667,2011,,3.4240000000000004
The Eden of Grisaia Specials,6,8.333333333333334,2014,2015,3.7283333333333335
Ginga Hyouryuu Vifam,6,6,1984,,3.5439999999999996
The Testament of Sister New Devil BURST,6,4.666666666666667,2015,2016,3.565
Amagami SS+,6,14.333333333333334,2010,,3.5116666666666667
Gakuen Handsome: Kagami no Naka no ME,6,6.5,2015,,3.1633333333333336
Hayate the Combat Butler! Cuties,6,18.6,2007,2008,3.6966666666666668
Gundam Build Fighters Try,6,14,2013,2014,3.4766666666666666
"Ginga Hyouryuu Vifam: ""Keito no Kioku"" Namida no Dakkai Sakusen!!",6,15,1983,1984,3.5460000000000003
Blue Exorcist OVA,6,18.5,2011,2012,3.7449999999999997
Mushishi,6,10,2006,,4.176666666666667
Aquarion,6,13.75,2007,,3.3083333333333336
Blue Exorcist Movie Special,6,13,2011,2012,3.8783333333333334
Beyond the Boundary Movie: I'll Be Here - Past,6,8.5,2013,2014,3.7100000000000004
Appleseed,6,13,2004,2012,3.4316666666666666
Cosprayers The Movie,6,,2004,,2.7283333333333335
Selector Destructed WIXOSS,6,9.8,2014,,3.3666666666666667
Strike the Blood: Kingdom of the Valkyria,6,11,2013,2021,3.732
22/7: Kaze wa Fuiteru ka?,6,10,2017,,3.138333333333333
Tales of Vesperia ~The First Strike~,6,12.6,2001,2019,3.4316666666666666
Last Note: Esoragoto Spiral,6,12,2012,,3.3316666666666666
Higurashi no Naku Koro ni Kaku Outbreak,6,14.75,2006,2012,3.78
Yuru Yuri Nachu Yachumi!+,6,7.6,2011,,3.7516666666666665
Yu Yu Hakusho,6,5,1993,1996,3.6333333333333333
Love Love?,6,,2004,,2.6416666666666666
The Disappearance of Nagato Yuki-chan OVA,6,19.2,2006,,3.73
The Ultraman (2015),6,17.75,1986,1992,3.174
Captain Harlock,6,13.666666666666666,1978,2003,3.66
Beyond the Boundary: Shinonome,6,8.5,2013,2014,3.7100000000000004
Legend of the Galactic Heroes,6,21.333333333333332,1988,2000,3.873333333333333
Minami-ke,6,7,2008,,3.8333333333333335
Captain Tsubasa: Ayaushi! Zen Nihon Jr.,6,48.2,1983,2002,3.473333333333333
Pretty Cure All Stars DX: Minna Tomodachi - Kiseki no Zenin Daishuugou,6,48.5,2005,2010,3.5416666666666665
Street Fighter II: The Movie,6,8,1995,,3.33
Dog Days' Specials,6,12.666666666666666,2011,,3.4716666666666662
Saki: Episode of Side A,6,13,2009,2013,3.481666666666667
Strike the Blood,6,6.6,2015,2021,3.7379999999999995
Yuru Yuri San☆Hai!,6,6.5,2011,,3.7383333333333333
Ramen Angel Pretty Menma,6,8.2,2004,2007,3.7266666666666666
Bleach Movie 2: The DiamondDust Rebellion,6,122.66666666666667,2004,2012,3.8349999999999995
Strike the Blood IV,6,9,2013,2019,3.7399999999999998
Uta no Prince-sama: Maji Love 2000%,6,13,2011,,3.7840000000000003
Amagami SS,6,10.333333333333334,2011,,3.518333333333333
K-On!!,6,13,2009,2011,3.765
Kigyou Senshi Arslan,6,11,1991,2016,3.5733333333333337
Love Love? Specials,6,,2004,,2.6566666666666667
Non Non Biyori Nonstop,6,6.5,2013,2017,4.004
Dirty Pair: With Love From the Lovely Angels,6,10.4,1985,1996,3.4283333333333332
Doraemon Movie 3: Nobita's Great Demon,6,178,1979,2005,3.5849999999999995
Crest of the Stars: Birth,6,9.5,1999,,3.841666666666667
Fafner: The Beyond,6,13.25,2004,2006,3.5500000000000003
Hayate the Combat Butler! Can't Take My Eyes Off You,6,18.6,2007,2008,3.69
Doraemon Movie 36: Nobita at the Birth of Japan (2016),6,366.5,1979,2005,3.58
Food Wars! The Third Plate: Totsuki Train Arc,6,12.5,2015,,4.158333333333333
The Seven Deadly Sins Movie: Prisoners of the Sky,6,12.75,2014,2015,3.99
Dokidoki! Pretty Cure,6,,2013,,3.6366666666666667
Mushishi Zoku Shou: Suzu no Shizuku,6,15.333333333333334,2005,2006,4.173333333333333
Genshiken: Second Generation Specials,6,8.2,2004,2007,3.513333333333333
Broken Blade Movie 3: Scars from an Assassin's Blade,6,,2010,2011,3.93
Hayate the Combat Butler!!,6,16,2007,2008,3.623333333333333
The Disappearance of Nagato Yuki-chan,6,16.2,2006,,3.7416666666666667
Sound! Euphonium 2 Specials,6,13,2015,,3.775
Psycho-Pass: The Movie,6,16.5,2012,2013,3.9466666666666668
Kobo-chan,6,1,1990,,3.4375
Tayo the Little Bus Movie: Mission Ace,6,26,2010,2019,3.2516666666666665
March Comes in like a Lion,6,22,2014,2018,3.4233333333333333
The Heroic Legend of Arslan (1991),6,11,2015,2016,3.5500000000000003
Minami-ke Tadaima,6,7,2007,,3.83
Berserk (2017),6,18.5,1997,1998,3.8383333333333334
UFO Robo Grendizer,6,47.5,1972,1974,3.2916666666666665
Blue Exorcist Movie,6,13,2011,2012,3.72
A Certain Magical Index,6,21.5,2009,2019,3.685
Welcome to Demon School,6,22,2019,2020,4.15
22/7: Boku wa Sonzai Shiteinakatta,6,10,2018,,3.2383333333333333
Appleseed XIII Movie 1: Tartaros,6,7,1988,2012,3.456666666666667
Saki Picture Drama,6,12.75,2009,2013,3.5883333333333334
Carnival Phantasm: Illya's Castle,6,12.4,2003,,3.8316666666666666
Utawarerumono Specials,6,18,2006,2016,3.5066666666666664
The Seven Deadly Sins: Dragon's Judgement,6,21.25,2014,2021,3.8433333333333333
Stratos 4 Advance: Kanketsu-hen,6,7,2003,2006,3.346666666666667
Future Card Buddyfight 100,6,53.5,2014,2019,3.595
Cyber Formula Graffiti,6,11,1991,2000,3.606666666666667
Aware! Meisaku-kun,6,16.25,2017,2018,3.1
Cyber Formula Double-One,6,10.166666666666666,1991,2000,3.643333333333333
The Disappearance of Haruhi Suzumiya,6,16.166666666666668,2006,,3.5716666666666668
Dirty Pair: Project Eden,6,9,1985,1996,3.438333333333333
Monster Strike the Animation: Trouble in Monster Strike,6,17,2016,2019,3.27
The Heroic Legend of Arslan: The Blade to Retake the Kingdom,6,9.75,1991,2016,3.563333333333333
Last Note: Garakuta Innocence,6,12,2012,,3.31
Dragon Ball Super,6,291,1989,1996,3.7060000000000004
Ultraman Kids no Kotowaza Monogatari,6,11.5,1989,1992,3.2060000000000004
Tayo the Little Bus 3,6,26,2010,2019,3.275
Mushishi Zoku Shou,6,18,2005,2006,4.161666666666666
Mikagura School Suite,6,,2012,,3.3166666666666664
PriPara 2,6,46.666666666666664,2014,2018,3.72
Pretty Rhythm: Aurora Dream,6,37.666666666666664,2011,2014,3.4766666666666666
Banner of the Stars III,6,12,1999,,3.8066666666666666
Mushishi Zoku Shou: Odoro no Michi,6,15.333333333333334,2005,2006,4.173333333333333
Tetsujin 28-gou,6,68.75,1964,2016,3.393333333333333
Stratos 4 Advance,6,5.666666666666667,2003,,3.3633333333333333
Kero Kero Keroppi no Robin Hood,6,1,1992,,3.2183333333333333
A Certain Scientific Railgun,6,15,2008,2009,3.8249999999999997
Harlock Saga,6,25.666666666666668,1978,2003,3.7100000000000004
Bleach Movie 1: Memories of Nobody,6,122.66666666666667,2004,2012,3.8383333333333334
Mushishi Recap,6,15.333333333333334,2005,2006,4.316666666666666
Dragon Ball Movie 1: Curse of the Blood Rubies,6,153,1986,1989,3.5766666666666667
Genshiken: Second Generation OVA,6,10,2004,2007,3.4766666666666666
Saki: Episode of Side A Specials,6,12.75,2009,2010,3.455
Banner of the Stars,6,8.333333333333334,1999,,3.8200000000000003
InuYasha The Movie 2: The Castle Beyond the Looking Glass,6,96.5,2000,2010,3.9600000000000004
Kero Kero Keroppi no Christmas Eve no Okurimono,6,1,1993,,3.2616666666666667
Sword Art Online: Alicization - War of Underworld,6,21,2012,2019,3.858333333333333
K-On! Movie,6,19.5,2009,2011,3.7449999999999997
Banner of the Stars: Tokubetsu Hen,6,9.5,1999,,3.8200000000000003
Yu Yu Hakusho: Mu Mu Hakusho,6,59,1992,1996,3.78
Cardcaptor Sakura: Leave it to Kero,6,31,1998,2000,3.905
Appleseed Movie,6,7,1988,2012,3.4066666666666667
Tayo the Little Bus 2,6,26,2010,2019,3.2550000000000003
Shakugan no Shana II,6,13.25,2005,2012,3.6999999999999997
Dog Days,6,12.5,2012,2013,3.4616666666666664
Sound! Euphonium Movie 3: Our Promise - A Brand New Day,6,13,2015,,3.9200000000000004
Higurashi no Naku Koro ni Kira,6,14,2006,2008,3.845
Kero Kero Keroppi no Aladdin to Mahou no Lamp,6,1,1992,,3.2266666666666666
Dog Days '': Gravure Talk,6,12.666666666666666,2011,2013,3.4966666666666666
Gall Force 5: Earth Chapter,6,1.8,1986,1997,3.1183333333333336
Broken Blade Movie 6: Fortress of Lamentation,6,,2010,2011,3.935
Fate/Kaleid Liner Prisma Illya (New),6,10.5,2013,,3.7099999999999995
IDOLiSH7: Vibrato,6,17,2018,,3.5483333333333333
Utawarerumono Recaps,6,18,2006,2016,3.5716666666666668
K: Seven Stories - The Idol K,6,,2018,,3.8383333333333334
